degrees of freedom,0.25,0.1,0.05,0.025,0.01,0.005
1,1,3.07768,6.31375,12.7062,31.82052,63.65674
2,0.8165,1.88562,2.91999,4.30265,6.96456,9.92484
3,0.76489,1.63774,2.35336,3.18245,4.5407,5.84091
4,0.7407,1.53321,2.13185,2.77645,3.74695,4.60409
5,0.72669,1.47588,2.01505,2.57058,3.36493,4.03214
6,0.71756,1.43976,1.94318,2.44691,3.14267,3.70743
7,0.71114,1.41492,1.89458,2.36462,2.99795,3.49948
8,0.70639,1.39682,1.85955,2.306,2.89646,3.35539
9,0.70272,1.38303,1.83311,2.26216,2.82144,3.24984
10,0.69981,1.37218,1.81246,2.22814,2.76377,3.16927
11,0.69745,1.36343,1.79588,2.20099,2.71808,3.10581
12,0.69548,1.35622,1.78229,2.17881,2.681,3.05454
13,0.69383,1.35017,1.77093,2.16037,2.65031,3.01228
14,0.69242,1.34503,1.76131,2.14479,2.62449,2.97684
15,0.6912,1.34061,1.75305,2.13145,2.60248,2.94671
16,0.69013,1.33676,1.74588,2.11991,2.58349,2.92078
17,0.6892,1.33338,1.73961,2.10982,2.56693,2.89823
18,0.68836,1.33039,1.73406,2.10092,2.55238,2.87844
19,0.68762,1.32773,1.72913,2.09302,2.53948,2.86093
20,0.68695,1.32534,1.72472,2.08596,2.52798,2.84534
21,0.68635,1.32319,1.72074,2.07961,2.51765,2.83136
22,0.68581,1.32124,1.71714,2.07387,2.50832,2.81876
23,0.68531,1.31946,1.71387,2.06866,2.49987,2.80734
24,0.68485,1.31784,1.71088,2.0639,2.49216,2.79694
25,0.68443,1.31635,1.70814,2.05954,2.48511,2.78744
26,0.68404,1.31497,1.70562,2.05553,2.47863,2.77871
27,0.68368,1.3137,1.70329,2.05183,2.47266,2.77068
28,0.68335,1.31253,1.70113,2.04841,2.46714,2.76326
29,0.68304,1.31143,1.69913,2.04523,2.46202,2.75639
30,0.68276,1.31042,1.69726,2.04227,2.45726,2.75
31,0.68249,1.30946,1.69552,2.03951,2.45282,2.74404
32,0.68223,1.30857,1.69389,2.03693,2.44868,2.73848
33,0.682,1.30774,1.69236,2.03452,2.44479,2.73328
34,0.68177,1.30695,1.69092,2.03224,2.44115,2.72839
35,0.68156,1.30621,1.68957,2.03011,2.43772,2.72381
36,0.68137,1.30551,1.6883,2.02809,2.43449,2.71948
37,0.68118,1.30485,1.68709,2.02619,2.43145,2.71541
38,0.681,1.30423,1.68595,2.02439,2.42857,2.71156
39,0.68083,1.30364,1.68488,2.02269,2.42584,2.70791
40,0.68067,1.30308,1.68385,2.02108,2.42326,2.70446
41,0.68052,1.30254,1.68288,2.01954,2.4208,2.70118
42,0.68038,1.30204,1.68195,2.01808,2.41847,2.69807
43,0.68024,1.30155,1.68107,2.01669,2.41625,2.6951
44,0.68011,1.30109,1.68023,2.01537,2.41413,2.69228
45,0.67998,1.30065,1.67943,2.0141,2.41212,2.68959
46,0.67986,1.30023,1.67866,2.0129,2.41019,2.68701
47,0.67975,1.29982,1.67793,2.01174,2.40835,2.68456
48,0.67964,1.29944,1.67722,2.01063,2.40658,2.6822
49,0.67953,1.29907,1.67655,2.00958,2.40489,2.67995
50,0.67943,1.29871,1.67591,2.00856,2.40327,2.67779
51,0.67933,1.29837,1.67528,2.00758,2.40172,2.67572
52,0.67924,1.29805,1.67469,2.00665,2.40022,2.67373
53,0.67915,1.29773,1.67412,2.00575,2.39879,2.67182
54,0.67906,1.29743,1.67356,2.00488,2.39741,2.66998
55,0.67898,1.29713,1.67303,2.00404,2.39608,2.66822
56,0.6789,1.29685,1.67252,2.00324,2.3948,2.66651
57,0.67882,1.29658,1.67203,2.00247,2.39357,2.66487
58,0.67874,1.29632,1.67155,2.00172,2.39238,2.66329
59,0.67867,1.29607,1.67109,2.001,2.39123,2.66176
60,0.6786,1.29582,1.67065,2.0003,2.39012,2.66028
61,0.67853,1.29558,1.67022,1.99962,2.38905,2.65886
62,0.67847,1.29536,1.6698,1.99897,2.38801,2.65748
63,0.6784,1.29513,1.6694,1.99834,2.38701,2.65615
64,0.67834,1.29492,1.66901,1.99773,2.38604,2.65485
65,0.67828,1.29471,1.66864,1.99714,2.3851,2.6536
66,0.67823,1.29451,1.66827,1.99656,2.38419,2.65239
67,0.67817,1.29432,1.66792,1.99601,2.3833,2.65122
68,0.67811,1.29413,1.66757,1.99547,2.38245,2.65008
69,0.67806,1.29394,1.66724,1.99495,2.38161,2.64898
70,0.67801,1.29376,1.66691,1.99444,2.38081,2.6479
71,0.67796,1.29359,1.6666,1.99394,2.38002,2.64686
72,0.67791,1.29342,1.66629,1.99346,2.37926,2.64585
73,0.67787,1.29326,1.666,1.993,2.37852,2.64487
74,0.67782,1.2931,1.66571,1.99254,2.3778,2.64391
75,0.67778,1.29294,1.66543,1.9921,2.3771,2.64298
76,0.67773,1.29279,1.66515,1.99167,2.37642,2.64208
77,0.67769,1.29264,1.66488,1.99125,2.37576,2.6412
78,0.67765,1.2925,1.66462,1.99085,2.37511,2.64034
79,0.67761,1.29236,1.66437,1.99045,2.37448,2.6395
80,0.67757,1.29222,1.66412,1.99006,2.37387,2.63869
81,0.67753,1.29209,1.66388,1.98969,2.37327,2.6379
82,0.67749,1.29196,1.66365,1.98932,2.37269,2.63712
83,0.67746,1.29183,1.66342,1.98896,2.37212,2.63637
84,0.67742,1.29171,1.6632,1.98861,2.37156,2.63563
85,0.67739,1.29159,1.66298,1.98827,2.37102,2.63491
86,0.67735,1.29147,1.66277,1.98793,2.37049,2.63421
87,0.67732,1.29136,1.66256,1.98761,2.36998,2.63353
88,0.67729,1.29125,1.66235,1.98729,2.36947,2.63286
89,0.67726,1.29114,1.66216,1.98698,2.36898,2.6322
90,0.67723,1.29103,1.66196,1.98667,2.3685,2.63157
91,0.6772,1.29092,1.66177,1.98638,2.36803,2.63094
92,0.67717,1.29082,1.66159,1.98609,2.36757,2.63033
93,0.67714,1.29072,1.6614,1.9858,2.36712,2.62973
94,0.67711,1.29062,1.66123,1.98552,2.36667,2.62915
95,0.67708,1.29053,1.66105,1.98525,2.36624,2.62858
96,0.67705,1.29043,1.66088,1.98498,2.36582,2.62802
97,0.67703,1.29034,1.66071,1.98472,2.36541,2.62747
98,0.677,1.29025,1.66055,1.98447,2.365,2.62693
99,0.67698,1.29016,1.66039,1.98422,2.36461,2.62641
100,0.67695,1.29007,1.66023,1.98397,2.36422,2.62589
